Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,video_clip_path,Utterance_stemmed,Utterance_tokenized,emotion_neutral,emotion_anger,emotion_joy,emotion_sadness,emotion_surprise
9155,I'm sure they'll be here soon.,Monica,neutral,915,0,1,23,"0:15:39,229","0:15:40,751",train_data/dia915_utt0.mp4,i 'm sure 'll soon,"['i', ""'m"", 'sure', ""'ll"", 'soon']",0.70987505,0.02321265,0.1555978,0.056468453,0.054806363
9168,And I mean-Im having a lot of fun.,Ross,joy,916,3,8,11,"00:12:30,166","00:12:34,335",train_data/dia916_utt3.mp4,and i mean-im lot fun,"['and', 'i', 'mean-i\x92m', 'lot', 'fun']",0.048889827,0.009308251,0.92156446,0.01615745,0.0040176897
9244,"No not you, Dr. Drake Remoray. You can ask him questions and see whats he like. People tell doctors everything.",Phoebe,neutral,924,4,8,23,"00:16:18,632","00:16:26,723",train_data/dia924_utt4.mp4,no dr. drake remoray you ask question see what like peopl tell doctor everyth,"['no', 'dr.', 'drake', 'remoray', 'you', 'ask', 'question', 'see', 'what\x92', 'like', 'peopl', 'tell', 'doctor', 'everyth']",0.76441544,0.09147049,0.07933305,0.05452742,0.010159339
9247,You do attract some stinkers.,Joey,sadness,924,6,8,23,"00:16:31,562","00:16:34,815",train_data/dia924_utt6.mp4,you attract stinker,"['you', 'attract', 'stinker']",0.32749093,0.049313713,0.07709458,0.522351,0.023644965
9259,"No. When it comes to sweets, hes surprisingly strict.",Chandler,sadness,926,2,6,2,"00:03:05,560","00:03:08,812",train_data/dia926_utt2.mp4,no when come sweet he surprisingli strict,"['no', 'when', 'come', 'sweet', 'he\x92', 'surprisingli', 'strict']",0.3441636,0.071251616,0.08487073,0.45164412,0.047832683
9261,"No, no, I keep trying, yknow?",Chandler,anger,926,4,6,2,"00:03:12,192","00:03:15,485",train_data/dia926_utt4.mp4,no i keep tri yknow,"['no', 'i', 'keep', 'tri', 'y\x92know']",0.6465895,0.15360142,0.12177353,0.026565334,0.051413123
9267,Thats it.,Monica,neutral,926,9,6,2,"00:03:26,414","00:03:29,666",train_data/dia926_utt9.mp4,that,['that\x92'],0.8792551,0.004554932,0.09367782,0.015875533,0.006630298
9270,All right.,Chandler,neutral,926,12,6,2,"0:03:34,548","0:03:35,774",train_data/dia926_utt12.mp4,all right,"['all', 'right']",0.75829744,0.058289457,0.0764612,0.039214097,0.06767367
9271,Hey Monica!,Joey,joy,926,13,6,2,"0:03:36,841","0:03:37,603",train_data/dia926_utt13.mp4,hey monica,"['hey', 'monica']",0.5777547,0.084522925,0.26954186,0.05231724,0.015811436
9291,"No Mon,",Rachel,neutral,929,4,3,9,"00:00:19,436","00:00:24,648",train_data/dia929_utt4.mp4,no mon,"['no', 'mon']",0.8646556,0.045007978,0.049771607,0.028770855,0.011771411
9302,And?,Joey,neutral,930,8,7,6,"0:02:37,510","0:02:39,472",train_data/dia930_utt8.mp4,and,['and'],0.792398,0.0188907,0.14821686,0.018515611,0.021944767
9322,What about all the guys that you've got the phone numbers from?    Why don't you just kiss one of them?,Monica,neutral,932,9,9,20,"00:22:30,796","00:22:37,010",train_data/dia932_utt9.mp4,what guy 've got phone number whi n't kiss one,"['what', 'guy', ""'ve"", 'got', 'phone', 'number', 'whi', ""n't"", 'kiss', 'one']",0.79776424,0.060212646,0.0708779,0.05186092,0.01924586
9345,"Okay, but I dont see you asking any other paying customers to put on aprons.",Joey,sadness,933,15,6,12,"00:10:42,767","00:10:46,394",train_data/dia933_utt15.mp4,okay i dont see ask pay custom put apron,"['okay', 'i', 'don\x92t', 'see', 'ask', 'pay', 'custom', 'put', 'apron']",0.41816622,0.070402324,0.16856147,0.30232573,0.040345848
9349,Yeah?,Joey,neutral,933,19,6,12,"0:10:51,359","0:10:52,255",train_data/dia933_utt19.mp4,yeah,['yeah'],0.9499378,0.007895894,0.03453717,0.0023447352,0.0052787284
9353,"I want to let her know that there was a cancellation and if shes still interested in having the Bing-Geller wedding at our facility, it is available",The Museum Official,neutral,934,3,6,22,"00:09:43,666","00:09:52,173",train_data/dia934_utt3.mp4,i want let know cancel she still interest bing-gel wed facil avail,"['i', 'want', 'let', 'know', 'cancel', 'she\x92', 'still', 'interest', 'bing-gel', 'wed', 'facil', 'avail']",0.8249442,0.054341305,0.06413294,0.034421723,0.022120552
9355,Thank you.,Monica,neutral,935,0,5,23,"0:16:13,347","0:16:15,016",train_data/dia935_utt0.mp4,thank,['thank'],0.6853862,0.078280255,0.16534145,0.023554405,0.04740307
9358,Y'know Monica you had a minor setback in your relationship with Chandler. Big deal! It's only Chandler.  I am,Phoebe,neutral,935,3,5,23,"00:16:19,311","00:16:29,195",train_data/dia935_utt3.mp4,y'know monica minor setback relationship chandler big deal it 's chandler i,"[""y'know"", 'monica', 'minor', 'setback', 'relationship', 'chandler', 'big', 'deal', 'it', ""'s"", 'chandler', 'i']",0.7301297,0.11405589,0.10587931,0.01592701,0.033973705
9363,Tell him that you're sorry and that you love him.,Phoebe,anger,935,8,5,23,"00:16:41,500","00:16:43,376",train_data/dia935_utt8.mp4,tell 're sorri love,"['tell', ""'re"", 'sorri', 'love']",0.358909,0.58827615,0.02960956,0.009988232,0.0131872855
9367,Comin' out. Place your bet.  Dice are out.  Double or nothin'! Pay the front line!,The Croupier,joy,935,12,5,23,"00:17:04,273","00:17:12,405",train_data/dia935_utt12.mp4,comin place bet dice doubl nothin pay front line,"['comin', 'place', 'bet', 'dice', 'doubl', 'nothin', 'pay', 'front', 'line']",0.4733275,0.09810922,0.3420859,0.041842826,0.044539385
9368,Hmm.,Monica,neutral,935,13,5,23,"00:17:16,744","00:17:18,369",train_data/dia935_utt13.mp4,hmm,['hmm'],0.7213666,0.040776312,0.15399283,0.0075367293,0.07630011
9377,But I have to tell him how I feel!,Rachel,sadness,936,8,4,23,"0:20:39,155","0:20:41,060",train_data/dia936_utt8.mp4,but i tell i feel,"['but', 'i', 'tell', 'i', 'feel']",0.18674907,0.015972873,0.089022316,0.6791837,0.028690558
9388,"Im sorry, I know this must be really hard, its over.",Phoebe,sadness,936,19,4,23,"00:21:08,475","00:21:14,146",train_data/dia936_utt19.mp4,im sorri i know must realli hard it,"['i\x92m', 'sorri', 'i', 'know', 'must', 'realli', 'hard', 'it\x92']",0.18914893,0.031620875,0.049679846,0.7147266,0.014599494
9393,Let us begin.,Ross,neutral,937,2,8,12,"00:21:19,528","00:21:20,528",train_data/dia937_utt2.mp4,let us begin,"['let', 'us', 'begin']",0.74760514,0.13221844,0.0679296,0.043160256,0.0090072835
9395,Here.,Ross,neutral,937,4,8,12,"0:21:29,288","0:21:29,850",train_data/dia937_utt4.mp4,here,['here'],0.5425911,0.18514362,0.12074494,0.13396081,0.017489213
9397,Now as for the hydrosaurs,Ross,neutral,937,6,8,12,"00:21:35,752","00:21:38,713",train_data/dia937_utt6.mp4,now hydrosaur,"['now', 'hydrosaur']",0.5912596,0.1474851,0.17216589,0.061142907,0.027890127
9401,Great.,Joey,joy,938,3,3,20,"0:22:11,747","0:22:12,248",train_data/dia938_utt3.mp4,great,['great'],0.34666923,0.03837717,0.50616044,0.047656193,0.060962047
9406,"Oh, shes not home huh?",Joey,surprise,938,8,3,20,"00:22:28,764","00:22:30,723",train_data/dia938_utt8.mp4,oh she home huh,"['oh', 'she\x92', 'home', 'huh']",0.38632157,0.04434105,0.18205518,0.054337576,0.3327422
9408,Hey!,Phoebe,anger,939,0,9,1,"0:05:55,104","0:05:55,786",train_data/dia939_utt0.mp4,hey,['hey'],0.25234583,0.4778306,0.09104369,0.122898154,0.055770192
9416,I  like to think of myself as the puppet master of the group.,Phoebe,sadness,939,8,9,1,"00:06:12,705","00:06:16,500",train_data/dia939_utt8.mp4,i like think puppet master group,"['i', 'like', 'think', 'puppet', 'master', 'group']",0.3430349,0.054104786,0.08847036,0.48872954,0.025468906
9423,"Oh uh, hey Pheebs. Uh yknow what? Ill-Ill come  back later.",Joey,neutral,939,15,9,1,"00:06:43,111","00:06:48,323",train_data/dia939_utt15.mp4,oh uh hey pheeb uh yknow ill-il come back later,"['oh', 'uh', 'hey', 'pheeb', 'uh', 'y\x92know', 'i\x92ll-i\x92l', 'come', 'back', 'later']",0.7410661,0.11122674,0.0719889,0.042576037,0.033101328
9426,I guess so.,Rachel,neutral,939,18,9,1,"00:07:05,049","00:07:07,217",train_data/dia939_utt18.mp4,i guess,"['i', 'guess']",0.88363814,0.051812045,0.04494536,0.010466365,0.009124253
9428,I cant say that Im surprised.,Rachel,neutral,939,20,9,1,"00:07:10,138","00:07:11,972",train_data/dia939_utt20.mp4,i cant say im surpris,"['i', 'can\x92t', 'say', 'i\x92m', 'surpris']",0.7531797,0.07531129,0.036054324,0.01622616,0.11921003
9431,Cute naked guy is really starting to put on weight.,Phoebe,joy,940,2,3,6,"00:01:55,698","00:01:58,325",train_data/dia940_utt2.mp4,cute nake guy realli start put weight,"['cute', 'nake', 'guy', 'realli', 'start', 'put', 'weight']",0.4368728,0.07106983,0.41974676,0.030936358,0.041266393
9435,Bye-bye!  Thats why I moved out.,Phoebe,joy,940,6,3,6,"00:02:13,424","00:02:18,720",train_data/dia940_utt6.mp4,bye-by that i move,"['bye-by', 'that\x92', 'i', 'move']",0.26980588,0.08000169,0.5371477,0.06255916,0.05035265
9447,"Actually I ah, I am a poet.",Julio,neutral,941,9,3,12,"00:06:16,959","00:06:20,212",train_data/dia941_utt9.mp4,actual i ah i poet,"['actual', 'i', 'ah', 'i', 'poet']",0.86690754,0.040947888,0.07011176,0.012056367,0.009966202
9452,"How would that go?  Well, it didn't rhyme, but I liked it.",Monica,joy,941,14,3,12,"00:06:58,960","00:07:15,392",train_data/dia941_utt14.mp4,how would go well n't rhyme i like,"['how', 'would', 'go', 'well', ""n't"", 'rhyme', 'i', 'like']",0.41135597,0.13583955,0.38231426,0.03613632,0.034263212
9453,"Last stop, Montreal. This stop is Montreal.",The Conductor,neutral,942,0,4,10,"00:19:52,107","00:19:56,944",train_data/dia942_utt0.mp4,last stop montreal thi stop montreal,"['last', 'stop', 'montreal', 'thi', 'stop', 'montreal']",0.80458385,0.048597038,0.07707851,0.035587177,0.03404034
9511,Thata girl! Huh? We should get out of here.. theres a new class comin in.,Joey,joy,947,7,8,21,"00:09:14,054","00:09:19,518",train_data/dia947_utt7.mp4,thata girl huh we get .. there new class comin,"['thata', 'girl', 'huh', 'we', 'get', '..', 'there\x92', 'new', 'class', 'comin\x92']",0.40040934,0.10762184,0.37264904,0.0775659,0.041655544
9520,"And there's a country called Argentinaaaa,    it's a place I've never seeeeen.",Phoebe,neutral,948,0,9,19,"00:06:21,006","00:06:26,720",train_data/dia948_utt0.mp4,and 's countri call argentinaaaa 's place i 've never seeeeen,"['and', ""'s"", 'countri', 'call', 'argentinaaaa', ""'s"", 'place', 'i', ""'ve"", 'never', 'seeeeen']",0.8339138,0.03813005,0.083312675,0.0216351,0.022983756
9522,Human spleeeen.,Phoebe,neutral,948,2,9,19,"00:06:33,352","00:06:37,231",train_data/dia948_utt2.mp4,human spleeeen,"['human', 'spleeeen']",0.8760717,0.030973762,0.07517077,0.010976549,0.0067962618
9524,What are you doing here!,Monica,surprise,948,4,9,19,"00:06:40,734","00:06:42,164",train_data/dia948_utt4.mp4,what,['what'],0.4155226,0.051951237,0.07396933,0.0315333,0.42692783
9526,Great!,Monica,joy,948,6,9,19,"0:06:46,532","0:06:47,094",train_data/dia948_utt6.mp4,great,['great'],0.46160713,0.018126165,0.4126383,0.0047779656,0.102785625
9543,"I know we're not, but  Frank Medeio and...  Eva Trorro... womba...",Joey,neutral,949,7,9,23,"00:18:25,062","00:18:29,315",train_data/dia949_utt7.mp4,i know 're frank medeio ... eva trorro ... womba ...,"['i', 'know', ""'re"", 'frank', 'medeio', '...', 'eva', 'trorro', '...', 'womba', '...']",0.7103917,0.11296638,0.11461797,0.024512619,0.037449595
9547,In that case should I make sure it's on real good?,Joey,neutral,949,11,9,23,"00:18:43,997","00:18:47,667",train_data/dia949_utt11.mp4,in case i make sure 's real good,"['in', 'case', 'i', 'make', 'sure', ""'s"", 'real', 'good']",0.78401,0.05160068,0.12224877,0.018456418,0.02364719
9551,This year was supposed to be great!,Ross,anger,950,2,5,11,"00:18:02,706","00:18:05,458",train_data/dia950_utt2.mp4,thi year suppos great,"['thi', 'year', 'suppos', 'great']",0.19622585,0.661828,0.12776208,0.008026124,0.0061270706
9560,Howdy partner!,Joey,joy,950,10,5,11,"0:18:47,835","0:18:47,977",train_data/dia950_utt10.mp4,howdi partner,"['howdi', 'partner']",0.13512385,0.11422291,0.64970803,0.070752986,0.029684417
9566,"Okay, now that everything's wrapped up here, I think I'm, I'm gonna go do my laundry.",Monica,neutral,950,16,5,11,"00:19:18,282","00:19:21,659",train_data/dia950_utt16.mp4,okay everyth 's wrap i think i 'm i 'm gon na go laundri,"['okay', 'everyth', ""'s"", 'wrap', 'i', 'think', 'i', ""'m"", 'i', ""'m"", 'gon', 'na', 'go', 'laundri']",0.78211826,0.036840014,0.14541203,0.016428435,0.019168314
9577,Hey Mikey,Phoebe,neutral,953,0,9,12,"00:08:13,618","00:08:16,036",train_data/dia953_utt0.mp4,hey mikey,"['hey', 'mikey']",0.6060162,0.09897177,0.19525382,0.05820237,0.041442122
9578,Hey P,Mike,neutral,953,1,9,12,"00:08:13,618","00:08:16,218",train_data/dia953_utt1.mp4,hey p,"['hey', 'p']",0.57424146,0.10611695,0.21077225,0.06712327,0.041624706
9583,"No, Mike, I don't want to kill him!",Phoebe,anger,953,6,9,12,"00:08:23,669","00:08:26,992",train_data/dia953_utt6.mp4,no mike i n't want kill,"['no', 'mike', 'i', ""n't"", 'want', 'kill']",0.09766774,0.8184701,0.044887178,0.03039299,0.00850016
9600,"Hmmm, soup!",Joey,joy,954,0,5,18,"00:15:35,267","00:15:44,067",train_data/dia954_utt0.mp4,hmmm soup,"['hmmm', 'soup']",0.43921667,0.044128872,0.46320227,0.027203476,0.026199685
9601,"Joey, Ross is gonna be here any second, would you mind watching Ben for me while I use the ladies' room?",Carol,neutral,954,1,5,18,"00:15:45,069","00:15:49,155",train_data/dia954_utt1.mp4,joey ross gon na second would mind watch ben i use ladi room,"['joey', 'ross', 'gon', 'na', 'second', 'would', 'mind', 'watch', 'ben', 'i', 'use', 'ladi', 'room']",0.75550836,0.06739297,0.10154485,0.03448854,0.041013505
9606,What one? You wanted him to invite you to the party and he did it!,Monica,surprise,955,0,5,7,"00:08:46,901","00:08:49,569",train_data/dia955_utt0.mp4,what one you want invit parti,"['what', 'one', 'you', 'want', 'invit', 'parti']",0.28329995,0.022178764,0.16346094,0.097664066,0.4329219
9621,Are you close with them?,Danny,neutral,956,7,5,10,"0:18:11,465","0:18:12,857",train_data/dia956_utt7.mp4,are close,"['are', 'close']",0.8587563,0.030283164,0.071514614,0.023766017,0.015658746
9623,"Okay, listen, I really like you.",Danny,neutral,956,9,5,10,"0:18:18,055","0:18:19,367",train_data/dia956_utt9.mp4,okay listen i realli like,"['okay', 'listen', 'i', 'realli', 'like']",0.659291,0.13033383,0.12281439,0.051218946,0.036252014
9637,I wrote you a letter.,Rachel,neutral,959,3,4,1,"00:05:53,102","00:05:54,644",train_data/dia959_utt3.mp4,i wrote letter,"['i', 'wrote', 'letter']",0.565492,0.2068825,0.13622953,0.047410436,0.04390394
9643,"Okay, Ill be up in,  18 pages. Front and back. Very exciting.",Ross,joy,959,9,4,1,"00:06:39,649","00:06:48,365",train_data/dia959_utt9.mp4,okay ill 18 page front back veri excit,"['okay', 'i\x92ll', '18', 'page', 'front', 'back', 'veri', 'excit']",0.37994736,0.052040342,0.5005657,0.040521167,0.026835876
9658,Nothing!   This is not over!,Phoebe,anger,961,3,5,12,"00:06:03,404","00:06:04,446",train_data/dia961_utt3.mp4,noth thi,"['noth', 'thi']",0.4128538,0.3978144,0.06846429,0.05328577,0.0673489
9660,What?!,Phoebe,surprise,961,5,5,12,"0:06:07,137","0:06:07,749",train_data/dia961_utt5.mp4,what,['what'],0.39222053,0.15679145,0.22097987,0.06108948,0.16870318
9720,"So ah, Monica ready yet?",Chip,neutral,965,4,4,2,"00:13:13,042","00:13:14,584",train_data/dia965_utt4.mp4,so ah monica readi yet,"['so', 'ah', 'monica', 'readi', 'yet']",0.80287087,0.017023362,0.14732288,0.02659143,0.006171976
9734,She is kicking so much!,Rachel,surprise,967,3,8,14,"0:03:25,200","0:03:27,026",train_data/dia967_utt3.mp4,she kick much,"['she', 'kick', 'much']",0.44475937,0.02254802,0.05068844,0.058276717,0.42363545
9750,Yeah!,Ross,anger,969,0,6,23,"00:08:59,914","00:09:03,375",train_data/dia969_utt0.mp4,yeah,['yeah'],0.37815407,0.40112364,0.10801384,0.07196922,0.040537585
9772,"It took you that long to figure it out, huh?",Cassie,surprise,972,10,7,19,"00:14:17,731","00:14:19,649",train_data/dia972_utt10.mp4,it took long figur huh,"['it', 'took', 'long', 'figur', 'huh']",0.17855863,0.10520469,0.12905897,0.03031048,0.55641633
9783,"All right, I'll try not to.",Monica,neutral,973,9,3,1,"00:13:05,534","00:13:06,618",train_data/dia973_utt9.mp4,all right i 'll tri,"['all', 'right', 'i', ""'ll"", 'tri']",0.8028613,0.09137371,0.06311399,0.020365434,0.022261055
9785,Do you think breaking up with him was a huge mistake?,Monica,sadness,973,11,3,1,"00:13:14,084","00:13:26,387",train_data/dia973_utt11.mp4,do think break huge mistak,"['do', 'think', 'break', 'huge', 'mistak']",0.46710384,0.062622786,0.06862768,0.37199098,0.029500604
9789,Okay.,Phoebe,neutral,973,15,3,1,"00:13:33,145","00:13:34,229",train_data/dia973_utt15.mp4,okay,['okay'],0.78547657,0.030603465,0.057301067,0.04904916,0.07753357
9790,"Just-just, you know, the-the lovely waterfalls, and the, the trickling fountains.",Phoebe,joy,973,16,3,1,"00:13:38,067","00:13:40,610",train_data/dia973_utt16.mp4,just-just know the-th love waterfal trickl fountain,"['just-just', 'know', 'the-th', 'love', 'waterfal', 'trickl', 'fountain']",0.4393233,0.1405308,0.35608664,0.030970959,0.033005502
9812,"Ok, ok, so you're not a fan, but I mean, come on, you cannot do this to her.",Rachel,sadness,976,10,2,6,"00:05:40,548","00:05:48,388",train_data/dia976_utt10.mp4,ok ok 're fan i mean come,"['ok', 'ok', ""'re"", 'fan', 'i', 'mean', 'come']",0.25623235,0.086078115,0.0990378,0.5282406,0.029972315
9823,"And y'know, and um, I...",Rachel,neutral,977,8,3,12,"0:21:31,790","0:21:34,522",train_data/dia977_utt8.mp4,and y'know um i ...,"['and', ""y'know"", 'um', 'i', '...']",0.74582946,0.03643256,0.14031133,0.031928785,0.04546946
9836,You missed the exit!,Friend No. 2,surprise,978,6,3,6,"0:22:18,587","0:22:20,931",train_data/dia978_utt6.mp4,you miss exit,"['you', 'miss', 'exit']",0.46273008,0.037545357,0.06150668,0.025399508,0.412714
9842,Dude!,Joey,joy,979,1,5,14,"00:21:00,259","00:21:01,926",train_data/dia979_utt1.mp4,dude,['dude'],0.13315538,0.026706096,0.8154845,0.014020985,0.010576871
9848,Hey.,Chandler,neutral,981,0,6,14,"00:19:21,785","00:19:23,077",train_data/dia981_utt0.mp4,hey,['hey'],0.8947245,0.018329486,0.06828803,0.012588616,0.0060527786
9857,Really?!,Joey,surprise,982,4,6,6,"0:11:46,455","0:11:46,837",train_data/dia982_utt4.mp4,realli,['realli'],0.5112741,0.05957389,0.16801202,0.13875073,0.12226319
9889,"Oh, I can't believe it!",Phoebe,surprise,986,3,5,14,"00:03:17,572","00:03:19,281",train_data/dia986_utt3.mp4,oh i ca n't believ,"['oh', 'i', 'ca', ""n't"", 'believ']",0.35497203,0.08750543,0.20488466,0.02464584,0.3277582
9896,Phoebe just found out about Monica and Chandler.,Rachel,neutral,986,9,5,14,"00:03:28,625","00:03:30,792",train_data/dia986_utt9.mp4,phoeb found monica chandler,"['phoeb', 'found', 'monica', 'chandler']",0.7111477,0.030563047,0.16929844,0.034810428,0.05413092
9898,"No. Joey, she",Rachel,neutral,986,11,5,14,"00:03:34,464","00:03:37,299",train_data/dia986_utt11.mp4,no joey,"['no', 'joey']",0.61343676,0.08059092,0.2467438,0.03628859,0.022870382
9926,Just trying to get comfortable. I can't sleep in my underwear.,Joey,neutral,990,1,1,13,"00:13:07,620","00:13:13,249",train_data/dia990_utt1.mp4,just tri get comfort i ca n't sleep underwear,"['just', 'tri', 'get', 'comfort', 'i', 'ca', ""n't"", 'sleep', 'underwear']",0.93866414,0.024039604,0.028636623,0.005256197,0.003395685
